Latitude,Longitude,Count
37.8404,-89.6968,40
40.9188,-95.2656,40
36.6174,-99.7483,40
37.0251,-94.517,40
48.5755,-96.898,40
39.6218,-100.4188,40
46.5367,-98.4682,41
48.8807,-97.4732,41
41.1047,-97.3086,41
40.5973,-96.0242,41
40.6388,-73.1948,41
37.5607,-102.3966,41
40.7493,-94.62,41
34.0826,-97.9788,41
38.1732,-91.2127,41
37.8531,-98.3242,41
39.7662,-98.9198,41
47.5541,-99.4109,42
48.0193,-100.8449,42
37.9947,-108.001,42
54.8499,-163.3509,42
42.9034,-91.1506,42
41.9178,-95.3951,42
35.844,-97.2456,42
40.4631,-92.0156,42
47.6512,-95.267,42
38.6866,-97.2931,42
35.3636,-83.8664,43
47.3483,-97.4102,43
40.7164,-97.9432,43
40.479,-98.7921,43
55.9645,-133.6665,43
38.1429,-88.0181,43
40.7041,-94.3612,43
42.4317,-93.205,43
40.8405,-94.1088,43
39.8313,-81.1646,43
40.3732,-95.0765,43
48.9214,-97.095,43
37.6872,-95.8957,43
39.5675,-97.2937,43
34.3129,-81.2874,43
44.488,-97.4409,43
46.3291,-99.0957,44
47.074,-98.2031,44
47.1568,-100.5273,44
47.2242,-98.5686,44
40.2105,-99.2905,44
40.8701,-79.1712,44
43.0266,-94.5272,44
41.2711,-72.3546,44
38.8262,-91.2322,44
45.5783,-95.2447,44
48.5539,-96.1672,44
44.9433,-94.5196,44
45.1637,-96.171,44
44.3771,-97.2345,44
40.603,-97.9387,45
41.3576,-98.6336,45
42.8101,-94.0512,45
40.1973,-93.3498,45
38.1595,-96.5625,45
39.9155,-95.6272,45
45.331,-100.1209,45
41.6148,-97.5025,46
32.3078,-86.818,46
41.6098,-89.6874,46
40.1473,-91.0024,46
40.5825,-93.743,46
40.8495,-93.3056,46
40.7801,-92.7427,46
36.6018,-89.6221,46
39.548,-91.8573,46
37.9567,-94.1539,46
47.7833,-95.698,46
45.0687,-99.7667,46
44.7032,-97.5,46
48.5396,-98.6544,47
48.7303,-101.8272,47
42.4757,-98.8093,47
40.2546,-97.5577,47
40.1917,-96.9742,47
39.8661,-86.1623,47
41.1635,-91.7151,47
41.294,-91.4658,47
34.3413,-98.8706,47
35.6699,-99.6003,47
39.4773,-94.9838,47
46.3745,-94.9394,47
47.1678,-94.1241,47
43.5631,-93.1632,47
39.6272,-99.8199,47
38.0272,-82.8413,47
45.049,-98.0974,47
48.1515,-97.6442,48
42.0382,-94.1399,48
35.3971,-96.1907,48
42.26,-112.0181,48
37.9965,-94.443,48
44.9113,-120.7239,48
47.1421,-99.3046,49
48.5762,-98.3753,49
32.3509,-87.6416,49
41.991,-92.3875,49
43.0166,-95.0365,49
41.2646,-92.2478,49
39.5087,-94.1546,49
37.6233,-93.8036,49
37.3981,-88.3754,49
44.1599,-97.0194,49
28.387,-81.5753,50
46.6817,-97.9707,50
41.6802,-99.0053,50
42.2747,-97.6651,50
55.5567,-132.4128,50
32.7287,-88.3165,50
40.7828,-89.0203,50
38.0318,-86.0855,50
40.0616,-94.7646,50
40.4853,-94.2887,50
46.1852,-96.4857,50
39.1144,-98.9184,50
46.9352,-110.736,50
35.042,-81.4094,50
46.0487,-122.8879,50
44.1548,-96.4626,50
46.2659,-96.9993,51
47.9983,-97.8717,51
40.5733,-99.7409,51
38.2508,-88.2586,51
40.8076,-91.0845,51
35.5227,-96.3881,51
36.3801,-96.704,51
46.1632,-98.4272,52
41.1754,-97.1633,52
33.6292,-92.3533,52
38.2234,-88.5557,52
41.3708,-93.3863,52
42.3396,-94.485,52
35.1738,-96.5984,52
41.6178,-84.5388,52
37.9891,-93.6637,52
45.7527,-95.6186,52
47.4678,-92.5674,52
37.5875,-95.47,52
37.3785,-98.9165,52
37.5674,-95.9358,52
39.7862,-95.3215,52
48.8888,-104.7849,52
45.7248,-97.4139,52
44.9105,-97.9372,52
45.9425,-98.7822,53
40.3845,-101.2346,53
37.1166,-104.5231,53
33.0841,-85.7831,53
39.8684,-94.4354,53
38.3732,-96.6459,53
37.3355,-99.2093,53
32.672,-90.5445,53
45.4667,-97.3901,53
36.8483,-103.9186,54
48.5077,-101.8876,54
56.2352,-134.6532,54
33.6472,-86.9307,54
43.943,-115.9456,54
37.5493,-93.8761,54
46.1245,-95.511,54
47.9209,-94.2132,54
44.0545,-95.5478,54
43.832,-101.2711,54
41.2154,-106.7813,55
47.5764,-98.5912,55
48.2106,-98.3555,55
46.9503,-96.8019,55
48.6264,-98.0459,55
38.1211,-86.4196,55
43.1013,-92.0463,55
40.3695,-112.2552,55
37.5562,-94.6152,55
39.1559,-94.4928,55
43.7259,-93.4514,55
44.9592,-97.5806,55
42.4555,-97.4698,56
41.1085,-88.1462,56
42.922,-93.0359,56
42.9795,-94.7377,56
41.029,-94.0497,56
40.608,-95.2936,56
40.7426,-84.476,56
37.0682,-93.8493,56
38.4041,-94.5908,56
39.8489,-93.7763,56
45.7142,-95.1679,56
46.8062,-95.3528,56
38.7637,-96.6616,56
39.235,-98.3963,56
35.9896,-77.58,57
40.5198,-95.8674,57
39.869,-79.4947,57
42.7313,-91.1579,57
41.7297,-93.3256,57
38.7357,-91.4449,57
40.3062,-93.3504,57
43.9547,-96.1904,57
39.737,-100.1765,57
44.0697,-98.4246,57
43.9866,-102.1264,57
46.1546,-96.801,58
40.536,-96.2997,58
40.0368,-97.0229,58
40.7776,-72.7137,58
40.8218,-78.7019,58
31.8495,-86.2057,58
34.627,-86.88,58
40.5625,-90.7479,58
42.2048,-95.9508,58
38.5839,-75.7894,58
39.6135,-83.6106,58
39.0699,-92.9473,58
46.7349,-94.1391,58
48.6599,-96.5968,58
43.5575,-92.6404,58
43.9986,-95.8574,58
39.4519,-97.5299,58
38.9126,-101.593,58
48.8081,-97.4527,59
47.1638,-98.9089,59
48.9101,-100.6826,59
40.3984,-97.8392,59
40.2459,-96.4988,59
40.6444,-80.508,59
35.5653,-90.9346,59
41.8418,-94.9859,59
41.4801,-92.392,59
38.5738,-75.7927,59
40.4045,-94.4465,59
39.8944,-92.182,59
40.5496,-93.3003,59
46.0108,-96.32,59
46.6757,-97.8164,60
42.3331,-98.1251,60
41.6238,-98.2377,60
34.9932,-92.6192,60
42.4561,-94.4559,60
35.2104,-96.9608,60
44.7485,-95.7166,60
43.8279,-95.2058,60
38.4693,-99.5531,60
37.076,-97.8749,60
39.3561,-100.7242,60
33.2227,-81.1748,60
44.5158,-99.2005,60
44.6174,-89.0166,61
42.3277,-104.7245,61
46.8679,-99.7536,61
47.8579,-101.5017,61
42.5721,-100.0563,61
33.7293,-93.6209,61
39.0689,-89.6189,61
37.4673,-88.7557,61
41.4554,-92.3328,61
41.6491,-92.3431,61
36.8074,-96.7119,61
36.0945,-90.0115,61
36.5899,-94.4596,61
39.8933,-92.741,61
43.8056,-92.8006,61
48.9696,-97.2263,61
38.1778,-98.7943,61
37.438,-98.4227,61
47.5528,-98.8042,62
40.9704,-97.4966,62
42.8409,-98.5835,62
36.1462,-93.8623,62
33.5113,-93.5668,62
35.382,-93.5243,62
39.7191,-90.4961,62
38.0525,-88.7054,62
41.7281,-95.2673,62
36.2304,-99.1679,62
34.7668,-96.0706,62
38.9066,-92.5215,62
39.6416,-98.0455,62
44.9017,-99.0888,62
34.6484,-103.9034,63
48.1666,-100.0369,63
40.3548,-98.1392,63
40.2382,-97.9036,63
41.3448,-78.134,63
58.8332,-158.5292,63
37.341,-89.2535,63
43.4638,-94.6143,63
39.4766,-79.0593,63
39.5383,-84.5034,63
36.791,-89.8301,63
40.1449,-93.7383,63
36.6111,-89.7061,63
46.3385,-92.5843,63
43.1365,-98.4268,63
44.6692,-103.6955,63
46.9193,-103.8403,64
46.1657,-96.978,64
40.243,-96.4073,64
41.1594,-79.8012,64
36.3062,-90.0952,64
43.0621,-92.5158,64
41.4122,-93.6499,64
42.6372,-90.87,64
46.3219,-116.5415,64
38.7934,-84.1373,64
40.2596,-94.8291,64
43.9118,-96.3716,64
39.9633,-96.599,64
39.7073,-97.4323,64
42.981,-97.4967,64
43.4971,-100.4802,64
43.2222,-96.4877,64
42.6386,-100.2376,65
57.562,-157.6609,65
39.9835,-87.0554,65
42.0208,-95.966,65
42.8636,-91.8864,65
36.2818,-95.7328,65
35.9315,-98.7031,65
43.607,-113.2409,65
38.5666,-76.6868,65
37.0047,-97.4076,65
38.4814,-95.7521,65
34.2364,-81.3295,65
44.3277,-96.6422,65
45.3349,-97.205,65
36.678,-82.745,66
44.4849,-92.263,66
46.0289,-99.999,66
47.8547,-98.7057,66
48.2055,-97.3408,66
47.7919,-98.3278,66
42.5135,-97.9601,66
40.0088,-97.4966,66
40.0598,-97.3359,66
41.3339,-96.9494,66
41.0251,-79.1405,66
37.2471,-103.3533,66
58.9777,-161.7218,66
33.6614,-93.8317,66
34.1337,-83.976,66
41.5941,-95.4449,66
41.1827,-92.9537,66
37.1584,-89.4467,66
39.205,-93.4427,66
44.5979,-95.2133,66
46.0377,-96.3059,66
47.7684,-95.6227,66
37.9807,-96.0116,66
45.5501,-103.9749,66
45.209,-96.7855,66
37.0156,-103.8838,67
38.4525,-103.1649,67
38.3588,-88.2047,67
34.5278,-84.4941,67
40.879,-95.4275,67
38.3096,-93.5466,67
43.7339,-91.9232,67
45.0677,-96.4416,67
46.6374,-94.8805,67
43.7543,-96.0725,67
38.5665,-96.9657,67
39.1892,-98.0444,67
37.7191,-96.224,67
45.7262,-100.0688,67
33.671,-95.4288,68
28.9292,-95.3133,68
48.5825,-103.4675,68
41.0914,-99.0772,68
39.5818,-105.8681,68
35.069,-93.4235,68
37.7655,-88.5137,68
41.3596,-93.7904,68
42.6582,-94.8977,68
40.7554,-93.0469,68
35.4508,-97.457,68
48.4893,-96.4478,68
37.6269,-95.7434,68
44.449,-118.188,68
40.8574,-74.0597,69
36.5908,-105.4374,69
48.8974,-102.3933,69
47.1168,-99.5209,69
38.6086,-106.5164,69
36.0847,-91.1206,69
39.9449,-84.8309,69
42.1071,-94.2383,69
44.2151,-114.9368,69
45.7287,-94.7161,69
45.8712,-93.1196,69
45.9652,-94.1128,69
37.6897,-95.1437,69
45.9386,-101.7188,69
33.0283,-95.0289,70
35.7661,-77.1291,70
46.7347,-103.9831,70
42.4571,-96.7353,70
40.5699,-98.7891,70
40.5268,-80.1561,70
35.4477,-91.2316,70
40.8992,-94.2639,70
43.0137,-95.1886,70
43.2274,-92.7753,70
34.9188,-97.1855,70
36.593,-93.3972,70
43.8441,-95.4668,70
45.8687,-96.1965,70
46.1692,-94.3629,70
39.1687,-75.7125,71
45.9517,-97.6184,71
42.9263,-100.7534,71
40.2073,-96.2329,71
40.6873,-98.578,71
56.9453,-154.2138,71
40.3304,-89.9306,71
43.1577,-92.591,71
41.4589,-91.9873,71
43.4711,-93.6168,71
34.9549,-96.3367,71
40.3326,-94.4233,71
43.6049,-93.6743,71
38.473,-99.1775,71
48.8045,-105.1735,71
34.6438,-79.5867,71
45.0441,-96.7604,71
43.5364,-90.4267,72
34.5759,-79.191,72
46.8171,-96.8351,72
46.5259,-98.8978,72
41.4367,-97.2152,72
36.0804,-91.3026,72
41.0533,-87.9842,72
41.5112,-89.7184,72
41.4675,-93.3095,72
41.4379,-92.1715,72
43.017,-95.1461,72
35.1567,-96.34,72
39.1622,-91.8473,72
38.4768,-101.7904,72
47.2003,-117.905,73
45.5056,-90.8137,73
42.6904,-96.9807,73
38.1212,-102.2217,73
33.4141,-88.2161,73
42.8332,-93.0054,73
36.5049,-95.0257,73
34.557,-96.858,73
40.492,-92.7005,73
44.3814,-96.1812,73
37.7942,-95.1497,73
39.6458,-95.3477,73
37.2803,-94.8441,73
37.04,-99.9867,73
45.3175,-98.3043,73
45.0904,-97.642,73
33.6539,-95.6492,74
47.8302,-101.0843,74
52.2332,-174.2171,74
36.2518,-91.3602,74
33.6279,-93.2349,74
42.8767,-94.6222,74
38.6225,-90.4551,74
37.4484,-98.1658,74
37.2301,-95.1835,74
33.3777,-81.0079,74
43.2412,-97.6744,74
46.7871,-96.7953,75
47.1445,-96.9686,75
40.0854,-96.4829,75
40.156,-78.5108,75
34.3846,-91.9516,75
39.8566,-86.1691,75
42.0418,-94.6293,75
40.4944,-91.6764,75
39.7616,-95.634,75
39.1723,-97.3287,75
39.8666,-95.9399,75
43.9262,-100.5372,75
42.7839,-103.2569,76
40.7539,-100.7318,76
40.1833,-75.8897,76
38.5208,-88.5382,76
39.6227,-90.9911,76
42.5939,-93.4279,76
39.2624,-90.9003,76
38.8633,-92.3132,76
46.2419,-93.2751,76
37.0677,-96.0147,76
33.0987,-81.208,76
37.4743,-83.6802,76
45.1591,-98.3223,76
34.6518,-105.4586,77
33.2488,-94.1163,77
32.5053,-93.0499,77
35.9684,-77.4444,77
47.8267,-100.115,77
46.5245,-97.9311,77
46.2825,-99.3527,77
40.0487,-100.276,77
35.6132,-90.083,77
39.6633,-81.1746,77
40.1609,-93.6097,77
37.0464,-94.5043,77
38.278,-98.4145,77
38.4718,-84.947,77
47.837,-100.6659,78
40.1494,-96.3488,78
34.6557,-90.7341,78
40.1184,-85.6972,78
40.1242,-85.6877,78
42.8944,-96.195,78
42.4939,-90.8735,78
41.2683,-80.5691,78
40.3083,-81.188,78
40.2653,-94.6693,78
39.1839,-91.0166,78
47.5883,-94.7582,78
46.4376,-96.6834,78
33.8481,-82.2587,78
45.8566,-97.1035,78
42.9391,-100.9574,79
34.4025,-86.4483,79
39.1042,-88.1497,79
40.1529,-90.7733,79
42.9163,-96.5144,79
40.4091,-92.6892,79
39.9573,-92.6499,79
46.2612,-95.5342,79
37.2572,-97.6736,79
39.9878,-97.3539,79
37.0549,-95.2112,79
37.7533,-78.1638,80
46.3037,-96.7401,80
47.9177,-101.6737,80
47.1445,-99.9934,80
42.9642,-99.097,80
41.3649,-89.2949,80
40.7016,-85.0795,80
39.7124,-81.2765,80
37.5489,-93.5512,80
37.8386,-94.5078,80
40.1686,-94.7354,80
38.9525,-94.3996,80
44.3148,-95.2131,80
35.9084,-77.2762,81
47.4468,-99.9306,81
46.8904,-99.12,81
45.973,-99.8325,81
40.0048,-97.7686,81
41.9033,-100.2698,81
62.6671,-159.56,81
42.1405,-89.4919,81
39.6201,-90.676,81
38.735,-85.2445,81
39.5337,-86.3778,81
38.0257,-86.1996,81
40.6068,-94.3863,81
42.0717,-90.4321,81
41.7861,-92.3453,81
42.7292,-95.1835,81
40.636,-93.4514,81
35.9728,-98.1184,81
40.0573,-81.235,81
43.7577,-96.4762,81
44.8392,-100.0734,81
41.3508,-99.5006,82
40.6464,-73.1565,82
33.8479,-93.7203,82
38.3386,-88.6419,82
39.1122,-89.2137,82
42.515,-95.0889,82
40.7354,-95.1544,82
35.6134,-95.0704,82
44.4764,-95.3309,82
38.0156,-94.8833,82
39.9772,-95.5652,82
37.0019,-96.2806,82
37.9505,-99.0999,82
33.2859,-79.6945,82
44.0695,-102.4464,82
42.4153,-96.9948,83
35.9272,-91.9386,83
41.1049,-85.7425,83
42.8029,-94.4197,83
33.7753,-96.4071,83
36.944,-94.1858,83
39.1363,-94.1307,83
38.7489,-94.5246,83
40.4639,-93.2911,83
44.3548,-94.8361,83
43.8884,-96.2509,83
37.5112,-98.825,83
37.3176,-96.6672,83
48.3379,-102.23,84
40.0897,-98.7597,84
41.4122,-96.9322,84
40.0252,-90.6379,84
39.4076,-84.8756,84
38.865,-83.1886,84
37.3171,-90.0282,84
40.3583,-93.0835,84
40.3292,-93.7971,84
39.386,-97.934,84
45.1606,-109.1571,84
45.0845,-97.4781,84
36.7196,-82.7962,85
46.6989,-98.589,85
48.7225,-101.1425,85
47.5424,-101.2212,85
48.6841,-97.8649,85
64.7801,-141.1933,85
34.38,-94.3643,85
39.1203,-88.0246,85
41.2887,-92.5367,85
43.0897,-94.5512,85
42.7444,-91.2617,85
35.5198,-95.7518,85
39.6608,-81.067,85
44.0711,-94.5712,85
47.419,-92.6084,85
38.1011,-97.992,85
37.4447,-98.2817,85
46.366,-98.0713,86
44.0226,-75.6578,86
38.4667,-102.2941,86
62.6523,-160.2143,86
33.0936,-84.5755,86
41.3663,-93.4747,86
35.4222,-99.9116,86
39.5635,-81.3942,86
37.247,-94.6003,86
39.1253,-93.3945,86
45.5232,-94.8317,86
47.5147,-95.6345,86
38.918,-84.264,86
43.0399,-98.1856,86
45.497,-90.8935,87
45.7977,-91.3005,87
39.6594,-79.6406,87
57.5395,-154.0097,87
56.2968,-158.4129,87
34.9546,-91.1775,87
38.5145,-88.2323,87
32.3187,-82.5595,87
43.2443,-95.9345,87
40.8017,-92.8871,87
39.7468,-93.721,87
37.5938,-89.7108,87
40.1075,-92.5461,87
48.2929,-96.1947,87
37.9704,-98.204,87
39.426,-100.8973,87
33.8849,-88.2367,87
45.4103,-97.9036,87
43.2595,-96.9945,87
36.5011,-77.0073,88
40.3033,-97.6816,88
36.3786,-88.4791,88
66.0448,-154.2371,88
57.9581,-136.2194,88
32.1603,-82.02,88
40.803,-94.6405,88
41.1427,-94.985,88
36.4122,-95.1345,88
36.4786,-98.0172,88
36.5441,-93.6226,88
38.5037,-93.3236,88
37.3752,-93.8436,88
46.6528,-93.1252,88
37.4671,-98.5515,88
39.9599,-97.4269,88
39.7789,-97.993,88
48.8571,-106.4084,88
35.7743,-103.9544,89
47.4548,-98.5664,89
46.3877,-100.7957,89
42.6002,-99.3283,89
40.6735,-76.1885,89
40.6472,-78.1957,89
31.987,-88.3366,89
33.833,-93.126,89
38.8197,-87.5301,89
41.3281,-88.0541,89
33.1724,-84.8173,89
42.8956,-96.3096,89
42.2972,-90.6875,89
36.8517,-100.0552,89
37.6977,-112.8416,89
37.1432,-90.0804,89
37.7554,-94.3052,89
47.1762,-96.8018,89
45.244,-95.9112,89
33.6599,-90.5214,89
33.2003,-96.0059,90
33.5311,-96.6955,90
48.3798,-102.7718,90
42.5082,-96.8314,90
40.1119,-100.1066,90
41.7803,-98.6785,90
38.6662,-86.2975,90
43.3931,-94.7036,90
40.6854,-92.98,90
34.6268,-99.1373,90
48.2493,-116.3049,90
39.9946,-91.9734,90
47.5284,-96.8174,90
47.4431,-95.9721,90
44.7582,-97.381,90
46.4354,-91.06,91
43.8031,-108.1811,91
34.4667,-79.0089,91
48.091,-100.616,91
63.008,-154.3808,91
31.6635,-85.5035,91
35.7289,-98.3776,91
35.5334,-97.4484,91
36.2419,-96.6806,91
43.9217,-112.2032,91
45.7632,-116.3001,91
44.2216,-95.3612,91
39.767,-95.2491,91
38.0415,-102.0078,91
39.6831,-99.3115,91
37.0894,-98.4014,91
43.687,-103.2087,91
45.3842,-91.0357,92
39.0962,-80.8562,92
36.1853,-78.1089,92
34.8899,-79.0725,92
41.5572,-99.243,92
32.4577,-87.5939,92
35.5632,-91.1092,92
36.2608,-94.4238,92
38.7645,-88.36,92
40.6273,-90.306,92
42.343,-92.6733,92
34.4808,-99.3521,92
38.7048,-90.6853,92
40.1116,-94.2223,92
47.3197,-93.785,92
39.0939,-95.9432,92
37.1835,-86.6353,92
43.7288,-97.8226,92
42.7795,-104.6173,93
30.064,-96.6959,93
41.0122,-99.624,93
41.4643,-96.9159,93
42.609,-97.8761,93
35.0488,-89.0883,93
39.8857,-79.2111,93
64.9014,-157.6953,93
36.3932,-90.7282,93
33.9186,-93.6417,93
32.9069,-82.6661,93
38.1645,-86.0513,93
36.1441,-95.6959,93
35.1291,-97.1639,93
35.0869,-96.2476,93
34.6102,-96.3438,93
38.088,-92.4845,93
38.7939,-94.2469,93
46.6596,-96.7464,93
39.6806,-100.2933,93
32.1972,-90.5486,93
33.8573,-81.7313,93
33.9881,-82.2975,93
32.7061,-94.1273,94
29.1731,-100.4113,94
46.7625,-97.7932,94
42.8106,-97.2488,94
40.4383,-98.4409,94
42.7578,-93.1041,94
40.4524,-91.8841,94
38.558,-93.9578,94
37.1165,-94.1682,94
40.4798,-95.6232,94
45.7172,-96.4233,94
45.2809,-95.7558,94
39.8221,-98.4339,94
39.9127,-97.5385,94
44.6294,-98.4082,94
41.0345,-107.5355,95
32.3703,-99.1955,95
47.5975,-97.8997,95
48.3146,-97.9213,95
41.2832,-96.9609,95
40.3797,-97.0799,95
35.1548,-89.126,95
34.5448,-92.8105,95
34.5404,-91.8712,95
34.4604,-93.7111,95
37.5002,-88.5847,95
39.9876,-87.1482,95
41.9057,-92.1803,95
41.5243,-84.7311,95
39.0035,-91.2403,95
38.2294,-92.6053,95
39.0112,-92.755,95
37.3732,-96.1932,95
47.0068,-97.2242,96
47.074,-98.5866,96
35.0545,-91.1227,96
40.3277,-91.1994,96
40.6537,-88.3999,96
41.086,-92.5303,96
39.6539,-93.0637,96
37.9104,-94.557,96
37.2509,-89.6558,96
44.7173,-96.0525,96
38.8753,-98.6989,96
37.9718,-98.3096,96
38.6544,-99.3201,96
45.6168,-97.4197,96
46.1069,-97.7844,97
47.476,-100.1248,97
47.4905,-100.7106,97
40.0377,-100.4051,97
40.2883,-96.1268,97
40.0938,-99.0384,97
40.9903,-75.8961,97
56.9422,-158.5983,97
41.1903,-88.5699,97
33.8773,-97.4291,97
36.8083,-97.0499,97
41.2037,-84.1674,97
38.9155,-90.8021,97
37.0173,-94.4933,97
47.521,-95.1302,97
46.5058,-95.6261,97
39.232,-99.4346,97
37.0919,-95.9425,97
39.0922,-97.3213,97
39.1997,-77.7244,98
33.8576,-103.1066,98
35.6986,-77.5132,98
39.9881,-91.1452,98
32.5789,-84.5516,98
39.9156,-81.2824,98
